# OUT_OF_SCOPE — série de valores, não entra na skill.
# Manutenção separada (regra 4 de 01-plano-extracao.md). Aqui só como
# evidência de conferência contra a tabela mantida à parte.
# documento=manual-de-calculo-trabalhista_2016-1.pdf emissor=TRT-3, Secretaria de Cálculos Judiciais, julho/2016 offset_paginacao=0
# Anexo I da IN/RFB 1027/10. Códigos CNAE 2.0 — codificação distinta da
# usada em 18.8.1, que é CNAE 1.0. As duas tabelas NÃO são versões de um
# mesmo arquivo: são normas sucessivas com chave diferente. Ver o JSON
# semântico trt3-18.8-grau-de-risco-estrutura.json.
# A coluna GILRAT está dividida por momento do fato gerador (Dec. 6.957/09).
pagina_pdf,item,tabela,codigo_cnae,gilrat_fg_ate_2009_12,gilrat_fg_desde_2010_01,fpas,descricao_atividade
422,18.8.2,ANEXO I - TABELA 1,2072-0/00,"2,00%","3,00%",507,Fabricação de tintas de impressão
422,18.8.2,ANEXO I - TABELA 1,2073-8/00,"2,00%","3,00%",507,"Fabricação de impermeabilizantes, solventes e produtos afins"
422,18.8.2,ANEXO I - TABELA 1,2091-6/00,"2,00%","3,00%",507,Fabricação de adesivos e selantes
422,18.8.2,ANEXO I - TABELA 1,2092-4/01,"2,00%","3,00%",507,"Fabricação de pólvoras, explosivos e detonantes"
422,18.8.2,ANEXO I - TABELA 1,2092-4/02,"2,00%","2,00%",507,Fabricação de artigos pirotécnicos
422,18.8.2,ANEXO I - TABELA 1,2092-4/03,"2,00%","3,00%",507,Fabricação de fósforos de segurança
422,18.8.2,ANEXO I - TABELA 1,2093-2/00,"2,00%","3,00%",507,Fabricação de aditivos de uso industrial
422,18.8.2,ANEXO I - TABELA 1,2094-1/00,"2,00%","1,00%",507,Fabricação de catalisadores
422,18.8.2,ANEXO I - TABELA 1,2099-1/01,"2,00%","2,00%",507,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia"
422,18.8.2,ANEXO I - TABELA 1,2099-1/99,"2,00%","3,00%",507,Fabricação de outros produtos químicos não especificados anteriormente
422,18.8.2,ANEXO I - TABELA 1,2110-6/00,"2,00%","3,00%",507,Fabricação de produtos farmoquímicos
422,18.8.2,ANEXO I - TABELA 1,2121-1/01,"2,00%","3,00%",507,Fabricação de medicamentos alopáticos para uso humano
422,18.8.2,ANEXO I - TABELA 1,2121-1/02,"2,00%","2,00%",507,Fabricação de medicamentos homeopáticos para uso humano
422,18.8.2,ANEXO I - TABELA 1,2121-1/03,"2,00%","2,00%",507,Fabricação de medicamentos fitoterápicos para uso humano - indústria
422,18.8.2,ANEXO I - TABELA 1,2122-0/00,"2,00%","3,00%",507,Fabricação de medicamentos para uso veterinário
422,18.8.2,ANEXO I - TABELA 1,2123-8/00,"2,00%","1,00%",507,Fabricação de preparações farmacêuticas
422,18.8.2,ANEXO I - TABELA 1,2211-1/00,"2,00%","3,00%",507,Fabricação de pneumáticos e de câmaras-de-ar
422,18.8.2,ANEXO I - TABELA 1,2212-9/00,"2,00%","3,00%",507,Reforma de pneumáticos usados
422,18.8.2,ANEXO I - TABELA 1,2219-6/00,"2,00%","3,00%",507,Fabricação de artefatos de borracha não especificados anteriormente
422,18.8.2,ANEXO I - TABELA 1,2221-8/00,"2,00%","3,00%",507,Fabricação de laminados planos e tubulares de material plástico
422,18.8.2,ANEXO I - TABELA 1,2222-6/00,"2,00%","3,00%",507,Fabricação de embalagens de material plástico
422,18.8.2,ANEXO I - TABELA 1,2223-4/00,"2,00%","3,00%",507,Fabricação de tubos e acessórios de material plástico para uso na construção
422,18.8.2,ANEXO I - TABELA 1,2229-3/01,"2,00%","3,00%",507,Fabricação de artefatos de material plástico para uso pessoal e doméstico
423,18.8.2,ANEXO I - TABELA 1,2229-3/02,"2,00%","3,00%",507,Fabricação de artefatos de material plástico para usos industriais
423,18.8.2,ANEXO I - TABELA 1,2229-3/03,"2,00%","3,00%",507,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios"
423,18.8.2,ANEXO I - TABELA 1,2229-3/99,"2,00%","3,00%",507,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
423,18.8.2,ANEXO I - TABELA 1,2311-7/00,"1,00%","3,00%",507,Fabricação de vidro plano e de segurança
423,18.8.2,ANEXO I - TABELA 1,2312-5/00,"1,00%","3,00%",507,Fabricação de embalagens de vidro
423,18.8.2,ANEXO I - TABELA 1,2319-2/00,"1,00%","3,00%",507,Fabricação de artigos de vidro
423,18.8.2,ANEXO I - TABELA 1,2320-6/00,"3,00%","3,00%",507,Fabricação de cimento
423,18.8.2,ANEXO I - TABELA 1,2330-3/01,"3,00%","3,00%",507,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda"
423,18.8.2,ANEXO I - TABELA 1,2330-3/02,"3,00%","3,00%",507,Fabricação de artefatos de cimento para uso na construção
423,18.8.2,ANEXO I - TABELA 1,2330-3/03,"3,00%","2,00%",507,Fabricação de artefatos de fibrocimento para uso na construção
423,18.8.2,ANEXO I - TABELA 1,2330-3/04,"3,00%","3,00%",507,Fabricação de casas pré-moldadas de concreto
423,18.8.2,ANEXO I - TABELA 1,2330-3/05,"3,00%","3,00%",507,Preparação de massa de concreto e argamassa para construção
423,18.8.2,ANEXO I - TABELA 1,2330-3/99,"3,00%","3,00%",507,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
423,18.8.2,ANEXO I - TABELA 1,2341-9/00,"3,00%","3,00%",507,Fabricação de produtos cerâmicos refratários
423,18.8.2,ANEXO I - TABELA 1,2342-7/01,"3,00%","3,00%",507,Fabricação de azulejos e pisos
423,18.8.2,ANEXO I - TABELA 1,2342-7/02,"3,00%","3,00%",507,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"
423,18.8.2,ANEXO I - TABELA 1,2349-4/01,"3,00%","3,00%",507,Fabricação de material sanitário de cerâmica
423,18.8.2,ANEXO I - TABELA 1,2349-4/99,"3,00%","3,00%",507,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente
423,18.8.2,ANEXO I - TABELA 1,2391-5/01,"2,00%","3,00%",507,"Britamento de pedras, exceto associado à extração"
423,18.8.2,ANEXO I - TABELA 1,2391-5/02,"2,00%","3,00%",507,"Aparelhamento de pedras para construção, exceto associado à extração"
423,18.8.2,ANEXO I - TABELA 1,2391-5/03,"2,00%","3,00%",507,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras"
423,18.8.2,ANEXO I - TABELA 1,2392-3/00,"2,00%","3,00%",507,Fabricação de cal e gesso
423,18.8.2,ANEXO I - TABELA 1,2399-1/01,"2,00%","3,00%",507,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal"
423,18.8.2,ANEXO I - TABELA 1,2399-1/99,"2,00%","3,00%",507,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente
423,18.8.2,ANEXO I - TABELA 1,2411-3/00,"1,00%","3,00%",507,Produção de ferro-gusa
423,18.8.2,ANEXO I - TABELA 1,2412-1/00,"1,00%","3,00%",507,Produção de ferroligas
423,18.8.2,ANEXO I - TABELA 1,2421-1/00,"3,00%","1,00%",507,Produção de semi-acabados de aço
423,18.8.2,ANEXO I - TABELA 1,2422-9/01,"3,00%","3,00%",507,"Produção de laminados planos de aço ao carbono, revestidos ou não"
423,18.8.2,ANEXO I - TABELA 1,2422-9/02,"3,00%","2,00%",507,Produção de laminados planos de aços especiais
423,18.8.2,ANEXO I - TABELA 1,2423-7/01,"3,00%","3,00%",507,Produção de tubos de aço sem costura
423,18.8.2,ANEXO I - TABELA 1,2423-7/02,"3,00%","2,00%",507,"Produção de laminados longos de aço, exceto tubos"
423,18.8.2,ANEXO I - TABELA 1,2424-5/01,"3,00%","2,00%",507,Produção de arames de aço
423,18.8.2,ANEXO I - TABELA 1,2424-5/02,"3,00%","3,00%",507,"Produção de relaminados, trefilados e perfilados de aço, exceto arames"
423,18.8.2,ANEXO I - TABELA 1,2431-8/00,"2,00%","3,00%",507,Produção de tubos de aço com costura
423,18.8.2,ANEXO I - TABELA 1,2439-3/00,"2,00%","3,00%",507,Produção de outros tubos de ferro e aço
423,18.8.2,ANEXO I - TABELA 1,2441-5/01,"2,00%","2,00%",507,Produção de alumínio e suas ligas em formas primárias
423,18.8.2,ANEXO I - TABELA 1,2441-5/02,"2,00%","3,00%",507,Produção de laminados de alumínio
423,18.8.2,ANEXO I - TABELA 1,2442-3/00,"2,00%","2,00%",507,Metalurgia dos metais preciosos
423,18.8.2,ANEXO I - TABELA 1,2443-1/00,"2,00%","2,00%",507,Metalurgia do cobre
423,18.8.2,ANEXO I - TABELA 1,2449-1/01,"2,00%","3,00%",507,Produção de zinco em formas primárias
423,18.8.2,ANEXO I - TABELA 1,2449-1/02,"2,00%","3,00%",507,Produção de laminados de zinco
423,18.8.2,ANEXO I - TABELA 1,2449-1/03,"2,00%","3,00%",507,Produção de soldas e ânodos para galvanoplastia
423,18.8.2,ANEXO I - TABELA 1,2449-1/99,"2,00%","3,00%",507,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente
423,18.8.2,ANEXO I - TABELA 1,2451-2/00,"2,00%","3,00%",507,Fundição de ferro e aço
423,18.8.2,ANEXO I - TABELA 1,2452-1/00,"2,00%","3,00%",507,Fundição de metais não-ferrosos e suas ligas
423,18.8.2,ANEXO I - TABELA 1,2511-0/00,"2,00%","3,00%",507,Fabricação de estruturas metálicas
423,18.8.2,ANEXO I - TABELA 1,2512-8/00,"2,00%","3,00%",507,Fabricação de esquadrias de metal
423,18.8.2,ANEXO I - TABELA 1,2513-6/00,"2,00%","3,00%",507,Fabricação de obras de caldeiraria pesada
424,18.8.2,ANEXO I - TABELA 1,2521-7/00,"2,00%","3,00%",507,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central"
424,18.8.2,ANEXO I - TABELA 1,2522-5/00,"2,00%","3,00%",507,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos"
424,18.8.2,ANEXO I - TABELA 1,2531-4/01,"2,00%","3,00%",507,Produção de forjados de aço
424,18.8.2,ANEXO I - TABELA 1,2531-4/02,"2,00%","3,00%",507,Produção de forjados de metais não-ferrosos e suas ligas
424,18.8.2,ANEXO I - TABELA 1,2532-2/01,"2,00%","3,00%",507,Produção de artefatos estampados de metal
424,18.8.2,ANEXO I - TABELA 1,2532-2/02,"2,00%","3,00%",507,Metalurgia do pó
424,18.8.2,ANEXO I - TABELA 1,2539-0/00,"2,00%","3,00%",507,"Serviços de usinagem, solda, tratamento e revestimento em metais"
424,18.8.2,ANEXO I - TABELA 1,2541-1/00,"2,00%","3,00%",507,Fabricação de artigos de cutelaria
424,18.8.2,ANEXO I - TABELA 1,2542-0/00,"2,00%","3,00%",507,"Fabricação de artigos de serralheria, exceto esquadrias"
424,18.8.2,ANEXO I - TABELA 1,2543-8/00,"2,00%","3,00%",507,Fabricação de ferramentas
424,18.8.2,ANEXO I - TABELA 1,2550-1/01,"2,00%","3,00%",507,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate"
424,18.8.2,ANEXO I - TABELA 1,2550-1/02,"2,00%","3,00%",507,Fabricação de armas de fogo e munições
424,18.8.2,ANEXO I - TABELA 1,2591-8/00,"2,00%","3,00%",507,Fabricação de embalagens metálicas
424,18.8.2,ANEXO I - TABELA 1,2592-6/01,"2,00%","3,00%",507,Fabricação de produtos de trefilados de metal padronizados
424,18.8.2,ANEXO I - TABELA 1,2592-6/02,"2,00%","3,00%",507,"Fabricação de produtos de trefilados de metal, exceto padronizados"
424,18.8.2,ANEXO I - TABELA 1,2593-4/00,"2,00%","3,00%",507,Fabricação de artigos de metal para uso doméstico e pessoal
424,18.8.2,ANEXO I - TABELA 1,2599-3/01,"2,00%","2,00%",507,Serviços de confecção de armações metálicas para a construção
424,18.8.2,ANEXO I - TABELA 1,2599-3/99,"2,00%","3,00%",507,Fabricação de outros produtos de metal não especificados anteriormente
424,18.8.2,ANEXO I - TABELA 1,2610-8/00,"1,00%","3,00%",507,Fabricação de componentes eletrônicos
424,18.8.2,ANEXO I - TABELA 1,2621-3/00,"1,00%","2,00%",507,Fabricação de equipamentos de informática
424,18.8.2,ANEXO I - TABELA 1,2622-1/00,"1,00%","2,00%",507,Fabricação de periféricos para equipamentos de informática
424,18.8.2,ANEXO I - TABELA 1,2631-1/00,"2,00%","3,00%",507,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios"
424,18.8.2,ANEXO I - TABELA 1,2632-9/00,"2,00%","3,00%",507,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios"
424,18.8.2,ANEXO I - TABELA 1,2640-0/00,"2,00%","3,00%",507,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
424,18.8.2,ANEXO I - TABELA 1,2651-5/00,"1,00%","2,00%",507,"Fabricação de aparelhos e equipamentos de medida, teste e controle"
424,18.8.2,ANEXO I - TABELA 1,2652-3/00,"1,00%","2,00%",507,Fabricação de cronômetros e relógios
424,18.8.2,ANEXO I - TABELA 1,2660-4/00,"1,00%","2,00%",507,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
424,18.8.2,ANEXO I - TABELA 1,2670-1/01,"1,00%","2,00%",507,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios"
424,18.8.2,ANEXO I - TABELA 1,2670-1/02,"1,00%","3,00%",507,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios"
424,18.8.2,ANEXO I - TABELA 1,2680-9/00,"1,00%","3,00%",507,"Fabricação de mídias virgens, magnéticas e ópticas"
424,18.8.2,ANEXO I - TABELA 1,2710-4/01,"2,00%","3,00%",507,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios"
424,18.8.2,ANEXO I - TABELA 1,2710-4/02,"2,00%","3,00%",507,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios"
424,18.8.2,ANEXO I - TABELA 1,2710-4/03,"2,00%","3,00%",507,"Fabricação de motores elétricos, peças e acessórios"
424,18.8.2,ANEXO I - TABELA 1,2721-0/00,"2,00%","3,00%",507,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores"
424,18.8.2,ANEXO I - TABELA 1,2722-8/01,"2,00%","3,00%",507,Fabricação de baterias e acumuladores para veículos automotores
424,18.8.2,ANEXO I - TABELA 1,2722-8/02,"2,00%","3,00%",507,Recondicionamento de baterias e acumuladores para veículos automotores
424,18.8.2,ANEXO I - TABELA 1,2731-7/00,"2,00%","3,00%",507,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
424,18.8.2,ANEXO I - TABELA 1,2732-5/00,"2,00%","3,00%",507,Fabricação de material elétrico para instalações em circuito de consumo
424,18.8.2,ANEXO I - TABELA 1,2733-3/00,"2,00%","3,00%",507,"Fabricação de fios, cabos e condutores elétricos isolados"
424,18.8.2,ANEXO I - TABELA 1,2740-6/01,"2,00%","3,00%",507,Fabricação de lâmpadas
424,18.8.2,ANEXO I - TABELA 1,2740-6/02,"2,00%","3,00%",507,Fabricação de luminárias e outros equipamentos de iluminação
424,18.8.2,ANEXO I - TABELA 1,2751-1/00,"3,00%","3,00%",507,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios"
424,18.8.2,ANEXO I - TABELA 1,2759-7/01,"3,00%","3,00%",507,"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios"
424,18.8.2,ANEXO I - TABELA 1,2759-7/99,"3,00%","3,00%",507,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios"
424,18.8.2,ANEXO I - TABELA 1,2790-2/01,"2,00%","3,00%",507,"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores"
425,18.8.2,ANEXO I - TABELA 1,2790-2/02,"2,00%","3,00%",507,Fabricação de equipamentos para sinalização e alarme
425,18.8.2,ANEXO I - TABELA 1,2790-2/99,"2,00%","2,00%",507,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente
425,18.8.2,ANEXO I - TABELA 1,2811-9/00,"2,00%","2,00%",507,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários"
425,18.8.2,ANEXO I - TABELA 1,2812-7/00,"2,00%","3,00%",507,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"
425,18.8.2,ANEXO I - TABELA 1,2813-5/00,"2,00%","3,00%",507,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2814-3/01,"2,00%","3,00%",507,"Fabricação de compressores para uso industrial, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2814-3/02,"2,00%","3,00%",507,"Fabricação de compressores para uso não-industrial, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2815-1/01,"2,00%","2,00%",507,Fabricação de rolamentos para fins industriais
425,18.8.2,ANEXO I - TABELA 1,2815-1/02,"2,00%","3,00%",507,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"
425,18.8.2,ANEXO I - TABELA 1,2821-6/01,"2,00%","3,00%",507,"Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2821-6/02,"2,00%","3,00%",507,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2822-4/01,"2,00%","3,00%",507,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2822-4/02,"2,00%","3,00%",507,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2823-2/00,"2,00%","3,00%",507,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2824-1/01,"2,00%","2,00%",507,Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial
425,18.8.2,ANEXO I - TABELA 1,2824-1/02,"2,00%","2,00%",507,Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial
425,18.8.2,ANEXO I - TABELA 1,2825-9/00,"2,00%","2,00%",507,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2829-1/01,"2,00%","2,00%",507,"Fabricação de máquinas de escrever, calcular e outros equipamentos não- eletrônicos para escritório, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2829-1/99,"2,00%","3,00%",507,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2831-3/00,"2,00%","3,00%",507,"Fabricação de tratores agrícolas, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2832-1/00,"2,00%","3,00%",507,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2833-0/00,"2,00%","3,00%",507,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação"
425,18.8.2,ANEXO I - TABELA 1,2840-2/00,"2,00%","3,00%",507,"Fabricação de máquinas-ferramenta, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2851-8/00,"2,00%","3,00%",507,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2852-6/00,"2,00%","3,00%",507,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo"
425,18.8.2,ANEXO I - TABELA 1,2853-4/00,"2,00%","3,00%",507,"Fabricação de tratores, peças e acessórios, exceto agrícolas"
425,18.8.2,ANEXO I - TABELA 1,2854-2/00,"2,00%","3,00%",507,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores"
425,18.8.2,ANEXO I - TABELA 1,2861-5/00,"2,00%","3,00%",507,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta"
425,18.8.2,ANEXO I - TABELA 1,2862-3/00,"2,00%","3,00%",507,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2863-1/00,"2,00%","3,00%",507,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2864-0/00,"2,00%","3,00%",507,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2865-8/00,"2,00%","3,00%",507,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2866-6/00,"2,00%","3,00%",507,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2869-1/00,"2,00%","3,00%",507,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios"
425,18.8.2,ANEXO I - TABELA 1,2910-7/01,"2,00%","3,00%",507,"Fabricação de automóveis, camionetas e utilitários"
425,18.8.2,ANEXO I - TABELA 1,2910-7/02,"2,00%","3,00%",507,"Fabricação de chassis com motor para automóveis, camionetas e utilitários"
425,18.8.2,ANEXO I - TABELA 1,2910-7/03,"2,00%","3,00%",507,"Fabricação de motores para automóveis, camionetas e utilitários"
425,18.8.2,ANEXO I - TABELA 1,2920-4/01,"1,00%","3,00%",507,Fabricação de caminhões e ônibus
425,18.8.2,ANEXO I - TABELA 1,2920-4/02,"1,00%","2,00%",507,Fabricação de motores para caminhões e ônibus
426,18.8.2,ANEXO I - TABELA 1,2930-1/01,"2,00%","3,00%",507,"Fabricação de cabines, carrocerias e reboques para caminhões"
426,18.8.2,ANEXO I - TABELA 1,2930-1/02,"2,00%","3,00%",507,Fabricação de carrocerias para ônibus
426,18.8.2,ANEXO I - TABELA 1,2930-1/03,"2,00%","3,00%",507,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus"
426,18.8.2,ANEXO I - TABELA 1,2941-7/00,"2,00%","3,00%",507,Fabricação de peças e acessórios para o sistema motor de veículos automotores
426,18.8.2,ANEXO I - TABELA 1,2942-5/00,"2,00%","3,00%",507,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores
426,18.8.2,ANEXO I - TABELA 1,2943-3/00,"2,00%","3,00%",507,Fabricação de peças e acessórios para o sistema de freios de veículos automotores
426,18.8.2,ANEXO I - TABELA 1,2944-1/00,"2,00%","3,00%",507,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores
426,18.8.2,ANEXO I - TABELA 1,2945-0/00,"2,00%","3,00%",507,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias"
426,18.8.2,ANEXO I - TABELA 1,2949-2/01,"2,00%","3,00%",507,Fabricação de bancos e estofados para veículos automotores
426,18.8.2,ANEXO I - TABELA 1,2949-2/99,"2,00%","3,00%",507,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
426,18.8.2,ANEXO I - TABELA 1,2950-6/00,"2,00%","3,00%",507,Recondicionamento e recuperação de motores para veículos automotores
426,18.8.2,ANEXO I - TABELA 1,3011-3/01,"2,00%","3,00%",507,Construção de embarcações de grande porte
426,18.8.2,ANEXO I - TABELA 1,3011-3/02,"2,00%","3,00%",507,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte"
426,18.8.2,ANEXO I - TABELA 1,3012-1/00,"2,00%","3,00%",507,Construção de embarcações para esporte e lazer
426,18.8.2,ANEXO I - TABELA 1,3031-8/00,"1,00%","3,00%",507,"Fabricação de locomotivas, vagões e outros materiais rodantes"
426,18.8.2,ANEXO I - TABELA 1,3032-6/00,"1,00%","3,00%",507,Fabricação de peças e acessórios para veículos ferroviários
426,18.8.2,ANEXO I - TABELA 1,3050-4/00,"2,00%","2,00%",507,Fabricação de veículos militares de combate
426,18.8.2,ANEXO I - TABELA 1,3091-1/00,"1,00%","3,00%",507,"Fabricação de motocicletas, peças e acessórios"
426,18.8.2,ANEXO I - TABELA 1,3092-0/00,"1,00%","3,00%",507,"Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios"
426,18.8.2,ANEXO I - TABELA 1,3099-7/00,"1,00%","3,00%",507,Fabricação de equipamentos de transporte não especificados anteriormente
426,18.8.2,ANEXO I - TABELA 1,3101-2/00,"2,00%","3,00%",507,Fabricação de móveis com predominância de madeira
426,18.8.2,ANEXO I - TABELA 1,3102-1/00,"2,00%","3,00%",507,Fabricação de móveis com predominância de metal
426,18.8.2,ANEXO I - TABELA 1,3103-9/00,"2,00%","3,00%",507,"Fabricação de móveis de outros materiais, exceto madeira e metal"
426,18.8.2,ANEXO I - TABELA 1,3104-7/00,"2,00%","3,00%",507,Fabricação de colchões
426,18.8.2,ANEXO I - TABELA 1,3211-6/01,"1,00%","2,00%",507,Lapidação de gemas
426,18.8.2,ANEXO I - TABELA 1,3211-6/02,"1,00%","2,00%",507,Fabricação de artefatos de joalheria e ourivesaria
426,18.8.2,ANEXO I - TABELA 1,3211-6/03,"1,00%","2,00%",507,Cunhagem de moedas e medalhas
426,18.8.2,ANEXO I - TABELA 1,3212-4/00,"1,00%","3,00%",507,Fabricação de bijuterias e artefatos semelhantes
426,18.8.2,ANEXO I - TABELA 1,3220-5/00,"1,00%","3,00%",507,"Fabricação de instrumentos musicais, peças e acessórios"
426,18.8.2,ANEXO I - TABELA 1,3230-2/00,"2,00%","3,00%",507,Fabricação de artefatos para pesca e esporte
426,18.8.2,ANEXO I - TABELA 1,3240-0/01,"1,00%","2,00%",507,Fabricação de jogos eletrônicos
426,18.8.2,ANEXO I - TABELA 1,3240-0/02,"1,00%","2,00%",507,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação"
426,18.8.2,ANEXO I - TABELA 1,3240-0/03,"1,00%","2,00%",507,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação"
426,18.8.2,ANEXO I - TABELA 1,3240-0/99,"1,00%","3,00%",507,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente
426,18.8.2,ANEXO I - TABELA 1,3250-7/01,"2,00%","2,00%",507,"Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório"
426,18.8.2,ANEXO I - TABELA 1,3250-7/02,"2,00%","3,00%",507,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório"
426,18.8.2,ANEXO I - TABELA 1,3250-7/03,"2,00%","2,00%",507,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda
426,18.8.2,ANEXO I - TABELA 1,3250-7/04,"2,00%","2,00%",507,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda"
426,18.8.2,ANEXO I - TABELA 1,3250-7/05,"2,00%","3,00%",507,Fabricação de materiais para medicina e odontologia
426,18.8.2,ANEXO I - TABELA 1,3250-7/07,"2,00%","3,00%",507,Fabricação de artigos ópticos
426,18.8.2,ANEXO I - TABELA 1,3250-7/08,"2,00%","2,00%",507,Fabricação de artefatos de tecido não tecido para uso odonto-médico- hospitalar
426,18.8.2,ANEXO I - TABELA 1,3291-4/00,"1,00%","3,00%",507,"Fabricação de escovas, pincéis e vassouras"
426,18.8.2,ANEXO I - TABELA 1,3292-2/01,"1,00%","3,00%",507,Fabricação de roupas de proteção e segurança e resistentes a fogo
